"sourceip","destinationurl","visitdate","adrevenue","useragent","countrycode","languagecode","searchword","duration"
"209.254.232.79","ogkedsibohelrnfbhsgxvbjdjypgvmslrgslwrwnjfnwuiahoiskxtmryoululkqxbtyoutwxvkysdrbwbejqf","2012-04-30",0.86088014,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)","YEM","YEM-AR","oeaqba",2
"151.111.170.81","nixoyeoeesjwtlionr","2012-04-30",0.96232456,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","LTU","LTU-LT","kxepdyksmunjucxhj",9
"166.81.77.208","ogkegxryfokcovqkvrlywtdturnjcygjlhpwmgrhh","2012-04-30",0.12445003,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","TWN","TWN-ZH","pammqsby",10
"212.55.244.92","niwwyeyjsbkrkdpkxqrmkhjnvqwyuegbabnccnfhjxfekonhrxumwg","2012-04-30",0.2290679,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","CYP","CYP-EL","fhojb",10
"141.223.229.20","ogkqphqpjgictwfxxcuyfhpwsxcpdsuggamsqsgkfxdgwvmbagacnqouodnbhfbeudnstqlkpemarwba","2012-04-30",0.64964026,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","PER","PER-ES","saysc",10
"150.108.30.214","nitgodylubwtdjajwhkvpiqkamcmqybeqgfoidcioprgieteoeitkpaqknwriplqknsfxadejanxjmmihimjro","2012-04-30",0.17564328,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ESP","ESP-ES","boulkcxekn",9
"3.182.190.181","ogktjyceumccyiugsokblftyrvvbjycxfrioohmbybbakbafwefw","2012-04-30",0.16021633,"Voqhlrjguerknqpvx/1.3","BGR","BGR-BG","ojnd",10
"242.20.104.99","niryjnxhogwfnvialhyrebutqkaoifdygejwisqggjxl","2012-04-30",0.09517726,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","TWN","TWN-ZH","guowlxg",6
"130.46.95.39","oglvptldhbblxprcoaudgcblnxxsxbvosdppijnafgvnvwrvfkgkxlmownkws","2012-04-30",0.86580783,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","DZA","DZA-AR","idkqysfprnlfkpb",6
"253.44.200.198","nirevyeegictmsgxcctnsctooqrdnequihjuuhyerckeq","2012-04-30",0.11667843,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","KOR","KOR-KO","vqtmjubjqryf",6
"182.155.41.157","ogmatwieusxmctry","2012-04-30",0.44287062,"Netscape 4.8 (Windows Vista): Mozilla/4.8 (Windows NT 6.0; U)","RUS","RUS-RU","qbkuyeyn",8
"87.216.152.202","niqswxdblhlxyugjixjteieeoick","2012-04-30",0.20257932,"Fmdykhecdnkfmqqccbn/5.0","HUN","HUN-HU","avpatpdcvygd",1
"86.25.131.93","ogmsllpfwvxilaustjmwjefuqrdqibycery","2012-04-30",0.7091498,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ARE","ARE-AR","ybhme",9
"74.0.143.86","niqotyvqbihkyncvliuistwavlvn","2012-04-30",0.23165204,"Rvqpapkppbi/5.1","UKR","UKR-UK","isjnejcbt",2
"220.3.26.68","ognahojbbapymvnjtsdndpipuboesqfxmkjbcbnm","2012-04-30",0.10244429,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","UKR","UKR-UK","bejpispydmd",8
"15.159.248.15","niqjwmjholaptyavgayvthbvoxllmsuolxqbkffwheatx","2012-04-30",0.01001727,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","SRB","SRB-SR","ditakdnfv",9
"223.186.13.224","ognmdunqfjkbrdhgydtbpfwtwqxrbgschvlmrtlemluibsxgya","2012-04-30",0.766811,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","FIN","FIN-FI","tosyabnjaxyk",6
"40.44.155.138","ninmwpaakjb","2012-04-30",0.28417748,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","SVN","SVN-SL","lksakxteqhbhbvk",2
"130.1.19.165","ognofmwvcumebwxmv","2012-04-30",0.44086638,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.12)Gecko/20080219 Firefox/2.0.0.12	Navigator/9.0.0.6","LBY","LBY-AR","krdugjfkyjf",7
"156.248.86.7","nimbrpxwchuiolrtlypyhjcmebyprpofftycugxk","2012-04-30",0.8358198,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","LBN","LBN-AR","jpeaqqkeoijljpi",8
"190.141.24.186","ogokfsicnytonh","2012-04-30",0.715223,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","PRI","PRI-ES","ivonknwnklohonvb",6
"171.102.170.75","nilnponsswfptihldqiydigpoefbpguwacvqnqgpweceuvtlobthywuhkluiikjbhadmalbaslesanctqbvfrh","2012-04-30",0.75576067,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ARE","ARE-AR","pduaopgwmjdpmbwb",9
"45.134.4.102","ogosnfxoqxndmxbfeuwridkbfwadrbndttjjmxcauskpaenvlpyduibwwedovuatiucd","2012-04-30",0.64662504,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","SYR","SYR-AR","lid",10
"241.174.186.19","nijbeqtkdwuuickepmjjnxlissxumnirlaxp","2012-04-30",0.30842385,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","IND","IND-HI","bdtptfaqcyvu",7
"144.60.196.92","ogotbaixbvhocekynnbumiddmfsnasheogammg","2012-04-30",0.7526612,"Opera 7.51 (Win XP): Opera/7.51 (Windows NT 5.1; U)","TWN","TWN-ZH","gfsssjlercl",3
"57.236.166.194","niitpsdxghajjefynji","2012-04-30",0.045379333,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","BGR","BGR-BG","iawlmfqqwiym",2
"224.81.228.128","ogpmmhuuqbjwcthjxqtktfjrftkpga","2012-04-30",0.6211662,"Atagnbypfdgih/8.0","THA","THA-TH","tqg",9
"4.62.42.39","niimejcnlkehkrgyudpkigfwnhvnrkdmxkrqruujuwdhcsiaijjvsmlpywpaqpweqygisoywuruw","2012-04-30",0.8190147,"Ifoygk/.3","USA","USA-EN","bcsa",3
"150.227.168.26","ogrbgnvavxjljjjltxhrwnacysknymidhlxqyposgvbsffwuglldlslwrualfthmsftt","2012-04-30",0.96948665,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","JOR","JOR-AR","sajtolbjin",10
"153.13.121.165","niicjsxxaaiatblgfmvvagecowvdjtiiudvvji","2012-04-30",0.65699434,"Pqpckvmtpcuqndkfxaje/.2","NLD","NLD-NL","gmfupppk",5
"44.224.127.213","ogtlbqwbksayfylewqgmcndbqmvmpcejwpgwyjxmfabjslbxghtgcyvfscxhpspflwtyv","2012-04-30",0.27724722,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","BIH","BIH-SR","dpwgjm",2
"225.48.201.36","nihvqlmmtsptnfuirasndqqqxvgcpowhrgujpkrp","2012-04-30",0.9311107,"Euihdkdbvxgieribncaghw/7.5","SGP","SGP-EN","varkydhknhw",3
"63.200.59.199","ogtlxldniajiwvbhxohrvbkveeovqkpipiyk","2012-04-30",0.8075867,"Iusnlo/6.1","PRT","PRT-PT","twqnswvfvc",8
"153.44.234.141","nihdyfkolwjcimd","2012-04-30",0.7963089,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)","ROU","ROU-RO","beqr",4
"98.88.99.188","ogtnelxwaamigub","2012-04-30",0.58168244,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","QAT","QAT-AR","sjkinyefjsn",5
"239.25.89.194","nidwavkatqhxxomnesvkixaacdomcggfufuxwnxgcwgskfrbiitkdecsorug","2012-04-30",0.015149642,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","LUX","LUX-FR","ehpdrvytp",10
"236.59.114.111","oguavplxbupqqfxgmpdtctxbbdmxcmwqyafjsddwthyxgd","2012-04-30",0.6671345,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","CHE","CHE-FR","iiqmag",3
"168.241.227.118","nicuhuurkljxagnimfpwmhbevkmwyaxc","2012-04-30",0.39541006,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","GBR","GBR-EN","xsvxtofe",3
"164.4.91.212","oguylndhgdvdfgsmkpijhfvgejxgtnwffokgxkefkswfeilavsatprneygnakee","2012-04-30",0.9638663,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","CAN","CAN-FR","npiwxdylya",8
"126.253.183.155","nibtlskouegylskrbmdjhdavrpqqfot","2012-04-30",0.6627656,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","NLD","NLD-NL","midtesbyooipowdxq",8
"97.117.81.131","ogxqnttlkhcluahtjjbjnwgoykjiyttthyppyehwwkkggslqtakmmjcqpjuomtwyprchujicbcbapfb","2012-04-30",0.79048085,"Jupurkbbmaxrttvp/8.6","TWN","TWN-ZH","xjkufwjaoid",6
"49.213.204.9","nhytqmpisnwdebqgu","2012-04-30",0.50285685,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","HUN","HUN-HU","lhwgwr",9
"108.0.218.178","ogydvjwqsnumhcvjidxupeesrxovjksbdvtbcjeaxyhfdtatsspiuldobceorvdm","2012-04-30",0.7923222,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","MNE","MNE-SR","xfgiqcg",6
"246.192.174.153","nhxfjjnxwyaejkuprryqowmpgbnvdqgefylmyijctddpbwxfjirvtncnuwisxtfxeauysoxqobriylfjymq","2012-04-30",0.12286422,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","MKD","MKD-MK","oeaqba",2
"252.95.226.214","ohahqfwekuwootpqyglcrarjhmi","2012-04-30",0.14687586,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","EST","EST-ET","gfudthimghxyknre",9
"149.240.103.45","nhvymmbfbwjrotbovcqgwlotm","2012-04-30",0.51651746,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","AUS","AUS-EN","hisfmlyxhuny",7
"139.124.38.8","ohanjqbombymiantlajrnmjwuonsjywkbkomatywy","2012-04-30",0.77267617,"Rdcukq/1.2","DZA","DZA-AR","fofraa",2
"22.221.196.41","nhuekgwhktjthkwgsodyfvuyfuvnlnyeqfrantmcqxnhlennehwdiwldyhhrexwykpyydihuwtiiifpgcg","2012-04-30",0.979018,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ESP","ESP-CA","wvgxxdugquco",7
"189.209.210.92","ohasqkwyprxidsiwbrciidarowxamayeymfufwyrwpqjslxjw","2012-04-30",0.102365434,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","USA","USA-EN","scb",8
"172.133.179.175","nhtmajoaixncejrkndpwvbnxprgputfpvgrfdkw","2012-04-30",0.005384599,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","LUX","LUX-DE","ogkcryqsvenvlrdm",6
"49.92.85.228","ohcjipjefsntattbjkvtwwkeqgqsfgu","2012-04-30",0.23620386,"Opera 7.51 (Win XP): Opera/7.51 (Windows NT 5.1; U)","ARE","ARE-AR","ndnyheqw",5
"92.163.151.50","nhsabbrodlvbfnscnnfgofketkhxtchgsnhufysmsmbruwryvvhxvmsdd","2012-04-30",0.27173164,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","POL","POL-PL","bdtptfaqcyvu",10
"187.159.9.108","ohcqfywxragpeajwrdvv","2012-04-30",0.24838017,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","SRB","SRB-SR","apwisc",6
"139.202.241.223","nhrqdtpacxmnruwtupbmxgkvpqugxbffkiahgkcvdenuodfbsbylpkeasbeqwvuladuvpdiylrgoim","2012-04-30",0.802056,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","JPN","JPN-JA","wcsamcbhbdkow",5
"54.224.25.34","ohdbhdqknatvvlpppaeenphnxuupkavirqrqg","2012-04-30",0.096728355,"Bsyurlbmmewqdxbwueuirl/7.2","CAN","CAN-EN","fexhopfbik",9
"145.214.203.116","nhrhvypqhmqftuxkbmvdmysyhbbcmvdbnjuffqfkcssnidxttudccldsvjwgbpevrbgepsfpqmndtwp","2012-04-30",0.5513996,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","MNE","MNE-SR","kakfyyok",1
"52.16.42.209","ohdfbvmnqtuqiwiteiecwwdspqxdliued","2012-04-30",0.08414178,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","CHE","CHE-IT","vswcdsnr",3
"167.250.100.155","nhpyjcbpipijktwaxoloineegvlysnkbnmjccgijhkn","2012-04-30",0.5855974,"Netscape 3.01 gold (Win 95): Mozilla/3.01Gold (Win95; I)","ISR","ISR-IW","qvohbqckfnaa",7
"109.72.209.39","ohdjhyjubbhyyvrarpijtbyovbyrpudqfdugvhyuhigdlljsqgumxsmmsbjhepffnmeqtdwdapjqn","2012-04-30",0.5515215,"Fshderpgt/5.3","SRB","SRB-SR","scb",1
"254.200.179.135","nhplvhxfgekshsaxyvrfmriuktybpjkupvugpwaghrlcvhbjnpywtsipgmlcgdhmmkxmuexuplqjjjhqfnn","2012-04-30",0.98164016,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","ECU","ECU-ES","gwusiqucnpgeih",10
"70.233.23.2","ohecoebbfvtyrdjoptcsjxfvbmgsrjorcmi","2012-04-30",0.71681273,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","ITA","ITA-IT","bkxgewx",7
"131.62.58.230","nhnivsktxcxcydvtdokibtwodjokxsxmfllofsotihgcavecabyffsgvcenkegtdfogyicqnydgvrwqjks","2012-04-30",0.5241698,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/125.2 (KHTML like Gecko) Safari/125.8","NOR","NOR-NO","bhqdrpv",9
"59.169.3.210","ohecrbtxeecirwdfyphpbkw","2012-04-30",0.978778,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","MNE","MNE-SR","ewieqih",3
"144.144.5.111","nhmuimqytkigikrkhjtcudylesdpqmnxhahttdnvpwndicxngyoycrotplkvwvxcqlnupkrtfosgkwdqyumg","2012-04-30",0.4424971,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","SVN","SVN-SL","wycfu",4
"82.20.63.113","ohfmjvtjaxngod","2012-04-30",0.8859409,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","MEX","MEX-ES","gcmjiob",9
"51.121.226.110","nhmrjbnnycb","2012-04-30",0.40646031,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ARG","ARG-ES","aujgwsmwgospgs",10
"233.189.150.16","ohfsfxdvvytqmtwujmmphjemxlpnptedxocflgbipvqhbaktsgako","2012-04-30",0.5455094,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","CYP","CYP-EL","ynoojbywlljblcj",10
"242.112.131.86","nhmjeumnvxmsmttbvwuvqsqfwdnguwwouqydkobhg","2012-04-30",0.17466101,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/0.2.149.27 Safari/525.13","FRA","FRA-FR","egtnudgvjuoi",9
"102.214.140.172","ohfupbyxvaidkphxncitrkoioonldfxgxiccqxvmwpnaalwdiilymmkqtxggwccxvdlaaunlmkcobw","2012-04-30",0.801263,"Wdyvltvyxkqvnnxwjdolhx/7.7","SRB","SRB-SR","dbqduo",5
"106.115.58.118","nhkxtwagxudnspntfhisbagnmrxyobukjwvimabvsydagaxfxltojixeaywkgugfpwbruwpdfl","2012-04-30",0.79987824,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1)","HND","HND-ES","qfejo",3
"149.43.63.72","ohgxqyrvgdtkxudcyallddedvhfxfheftkbrvnuvbhldqjcorybhgdmkyimbdihxbtdjximexstv","2012-04-30",0.18306178,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","ZAF","ZAF-EN","vpynugxqnwcns",3
"179.132.238.37","nhkfocnajwisqhtfahawuyvuwxrv","2012-04-30",0.8686048,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","JPN","JPN-JA","kdgpd",3
"118.8.102.251","ohkuvcppdxnlygsoojoahrygciabvfbejupsvsmacehuiroxdbrwshpnowvukflraaffqntqpodqoqcexsyypbmd","2012-04-30",0.6050892,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","NIC","NIC-ES","ethonedq",4
"227.127.133.89","nhhtasmnchnvalspahkwymcrmmdvjotjsqhabhldqwqyqpirouxustfspcnfstnxadp","2012-04-30",0.29226717,"Mozilla/5.0 (Windows; U; Windows NT 5.1)Gecko/20070803 Firefox/1.5.0.12","GRC","GRC-DE","xstagsylt",9
"97.70.211.222","ohlfugydekppkrbmlfrtebbyobnlrpkhstmcdeptoitelwevpivrlffciegfv","2012-04-30",0.3754478,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","IND","IND-HI","mqvpkgyovgnq",1
"59.57.86.170","nhfxmuecfdslcdwfesqutalkwtqgqwbvqsksxsqeaiametqvuugfgchslpnrsndqevkgbliwxfokhhjfyqs","2012-04-30",0.87097126,"Opera 7.5 (Win ME): Opera/7.50 (Windows ME; U)","ZAF","ZAF-EN","msbtg",8
"38.121.237.143","ohnlplhtqentaegdcxlbrgauihvgvywgxtqeuoheowrqqmoalymqalomysrxvjmqimkflfo","2012-04-30",0.19688904,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","MAR","MAR-AR","ohcpmyloebd",9
"200.15.142.116","nhechlohrtuptugngheepsvkejxavdxalertxnyrti","2012-04-30",0.6471934,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","SGP","SGP-ZH","bgwcdxyr",9
"56.209.133.183","ohonelilbixscrqonauwpqytgoodsvjuamo","2012-04-30",0.6335322,"Dwvvawmcrwnynnjedjojlblc/2.1","ARE","ARE-AR","xbhetghpotjhhjhv",6
"122.137.64.188","nheapvybmdouxjjjnayidisruqfqcjkasqpcibdpslbosatelgqdyyuqmmdeyyhgiebdifat","2012-04-30",0.9158816,"Mozilla/5.0 (iPhone; U; CPU like Mac OS X)AppleWebKit/420.1 (KHTML like Gecko) Version/3.0 Mobile/4A93Safari/419.3","ISR","ISR-IW","ecaib",5
"145.37.133.200","ohpvwgcnpcgekhoalgiycywpcwajshqpccycnbjkhytoionhyhxyhrknqvxhooyulkjcmljecxomwuqhash","2012-04-30",0.19087145,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","IRQ","IRQ-AR","xhlfe",9
"14.92.72.46","nhdfproukfojopmpoyemceklnsqfhexyvyqdfarcwshrylymjeiopqegmvydlhxwqsrmngctvd","2012-04-30",0.309543,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","ISL","ISL-IS","ugv",7
"8.81.14.226","ohtwcdtihxhyjduksfvkkbatktxoyjumnnv","2012-04-30",0.2487762,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","SAU","SAU-AR","umjoeaid",1
"126.183.58.55","nhbsnvpofyjflmkkpqvtqvemgstlcsejqlbrcsxsdrupyvnljslctppdrqkxyvhrjlnluunfapyuqfuwihgadt","2012-04-30",0.9669606,"Ifgouvjqjkeuv/2.7","GBR","GBR-EN","cmfdkcimvhtmsumv",4
"157.115.130.1","ohuqastyytapxabtjdecnulpywoiuegdfvbypjxwgovjvotmnuxbl","2012-04-30",0.61231315,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","DEU","DEU-DE","qda",6
"70.36.49.83","nhbbimpvhn","2012-04-30",0.3904375,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","GRC","GRC-DE","glogeyqucrnf",4
"237.108.69.218","ohvlqeerfchpxdhnjhjgsujcjmdrjdpok","2012-04-30",0.34360027,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","BLR","BLR-BE","ivxprxaq",1
"176.172.9.80","nhavjoferosfnywdxbnhsovixhyjmgwvvupvjohukqvgbmsfyqjfkmwdswcrdgctngyfpeojgrkd","2012-04-30",0.028181136,"Rybfynxwogbasxdxgb/.3","PER","PER-ES","fqvksqerumdgqy",8
"68.191.242.89","ohxyxntctcnjnjvfvdjxpvthrldxsoffnujdyqavwebsoxgfhkuivnvbdlkhingowvecixmosgwgbrwhbd","2012-04-30",0.9778751,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","IRL","IRL-EN","fgaewxkicg",3
"73.16.220.40","ngywryvllyqwjuiopaqtjnecloffyvhqshpfvtmmapjissxgjcgpbarkfoprxkikrjmjabnvyfscenxlciyqvqg","2012-04-30",0.33187187,"Eakggtiglkqoswdbop/.7","IRL","IRL-GA","brmmlkqthq",3
"59.225.32.74","oiafokghgongtyvgfcxjkvxrdcwyxuyoudvqswkvxxxmigscdowedukfblljdkisicfqnjom","2012-04-30",0.2157402,"Vewmfbrlbchynusxr/2.7","IRL","IRL-GA","dyl",6
"148.177.99.222","ngygplfiiiheedsnwoppvojxonariruqpgbeakcjakjhjwtcjtidtoocucddyqlsrey","2012-04-30",0.5668954,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","NIC","NIC-ES","ofmwju",7
"200.143.17.227","oibbkuhjqmxislronlpnanjkhobvayxrtlwndddxfalrjxotgdakxjpihaqmajhnrwaikasiehyyjo","2012-04-30",0.40263942,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","PRI","PRI-ES","tnnsfpxbetqoixm",1
"112.72.142.59","ngxspmoumbjmckojkmyewbst","2012-04-30",0.74992895,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","BIH","BIH-SR","ehugetc",5
"166.226.62.28","oibfikqnemobvhmeykuvnqgtbrtrpwnnopimsvqrlcakjrpaobiqf","2012-04-30",0.38130724,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)","ALB","ALB-SQ","gjtndjg",1
"54.254.112.111","ngwcveuwifckqpldblotpeylxmtqwmdktmn","2012-04-30",0.3877391,"Unffmkvpglprvtm/1.5","NOR","NOR-NO","ujfwbhiekb",7
"146.176.222.165","oicrlenohsielxbsygklyvsfkpqtsljyoloirdimwxowaxvtbuyidhlxoiqsidmeanaafxtvthhujtfi","2012-04-30",0.24174806,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)","OMN","OMN-AR","dvvfjx",1
"13.177.234.47","nguorgqtclhosmxawsleimvrrxhgbappofopuvvnsovmtcaeaewbbcqoustvxytimofn","2012-04-30",0.13339105,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","CHN","CHN-ZH","cwkau",4
"43.220.49.151","oidguosjk","2012-04-30",0.5070458,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)","IND","IND-EN","brtvjywld",7
"86.75.120.137","ngtxlqojviwppcfrtkabrooedybmjafudly","2012-04-30",0.6962373,"Mozilla/5.0 (Windows; U; Windows NT 5.2)AppleWebKit/525.13 (KHTML like Gecko) Version/3.1Safari/525.13","URY","URY-ES","ewkivgdkdcak",5
"217.135.78.203","oidoftksbnqfsogruordemwsulfeyehcfeuhws","2012-04-30",0.40583563,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","MNE","MNE-SR","kqpmcjj",4
"1.67.100.75","ngpxurpepdntossdvknxkfabgdigowctwpgmcktscwedaq","2012-04-30",0.33561578,"Opera 9.2 (Windows Vista): Opera/9.20 (Windows NT 6.0; U; en)","MNE","MNE-SR","pwclmbrao",5
"54.152.202.194","oiebbjbdccnaemahvcmhuhftsposedalrecrgmwpurtbawfmtkhjufllpfyxxfgfjxrd","2012-04-30",0.40138063,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","CAN","CAN-FR","aqkykpnwpfhua",6
"35.83.10.118","ngpctngofgnu","2012-04-30",0.3956144,"Wfrycqubs/.","HUN","HUN-HU","pxiboeuhghbx",10
"174.46.115.82","oierimyhcpsvcwkpntsjnnyawudylockplbsbmxjsjcrlwqarvlobyskvonclxayyhvaycyujlsqwqgwqryt","2012-04-30",0.16838583,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/525.13 (KHTML like Gecko) Chrome/xxx","ECU","ECU-ES","lkdkaynvqsf",10
"19.104.254.145","ngmbkwryequtbxevyugdqblbmpgaitjquijqwgnqhow","2012-04-30",0.21990731,"iPhone 3.0: Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML like Gecko) Version/4.0 Mobile/7A341 Safari/528.16","NOR","NOR-NO","knbfjmcht",8
"215.153.204.40","oifiinenyfmgvuhegdqhnxcidqsmmxrbfjmbgcxhxbpconnovrakfhfmoyxhqbabkxxofjq","2012-04-30",0.61881816,"Odbhka/2.7","IND","IND-HI","svaobcrki",6
"170.71.190.28","ngkpncwlqwedqgajouwkqxtcsgirwtydmhiewojqdxprqcmbfunwwmpagtnfjlyl","2012-04-30",0.45175326,"Ehbelyemaecporiqkryww/2.6","ECU","ECU-ES","jiholclx",5
"150.145.139.221","oihmcrrtmdeoslppexjemqrg","2012-04-30",0.43628976,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)","IND","IND-HI","twlss",2
"8.6.40.69","ngkguloojtsrlcsrqajsqx","2012-04-30",0.57760507,"Netscape 4.8 (Windows Vista): Mozilla/4.8 (Windows NT 6.0; U)","LBN","LBN-AR","leqhivdmhyink",9
"113.116.17.204","oiiladswkixh","2012-04-30",0.61325604,"Scryidwrvpmdcpqhi/2.","JOR","JOR-AR","xhbpe",6
